VenteID;DateVente;ClientID;ProduitID;Quantite
V00735;2024-10-24;C001;P005;1
V00736;2023-04-12;C007;P002;3
V00737;2022-03-26;C009;P005;2
V00738;2024-06-11;C008;P003;1
V00739;2022-10-09;C006;P005;5
V00740;2023-06-14;C009;P009;2
V00741;2024-03-20;C007;P008;4
V00742;2024-09-09;C009;P004;3
V00743;2022-11-06;C003;P010;2
V00744;2024-12-15;C005;P007;1
V00745;2024-06-30;C001;P003;2
V00746;2022-05-20;C006;P007;4
V00747;2024-05-20;C002;P003;4
V00748;2022-02-15;C007;P006;4
V00749;2022-05-10;C007;P010;3
V00750;2022-07-02;C006;P002;4
V00751;2023-09-07;C005;P009;1
V00752;2022-06-01;C006;P009;2
V00753;2023-03-16;C002;P004;2
V00754;2022-08-20;C003;P002;2
V00755;2023-05-24;C003;P003;4
V00756;2024-01-03;C005;P005;1
V00757;2022-12-01;C005;P010;4
V00758;2023-02-23;C005;P008;3
V00759;2024-04-14;C002;P008;3
V00760;2022-08-10;C009;P004;5
V00761;2023-04-22;C010;P007;1
V00762;2023-03-13;C010;P008;4
V00763;2024-08-31;C008;P008;2
V00764;2024-04-14;C005;P003;3
V00765;2022-01-01;C001;P005;4
V00766;2023-12-01;C003;P005;3
V00767;2023-01-18;C004;P004;3
V00768;2023-05-25;C004;P005;3
V00769;2022-03-31;C009;P004;2
V00770;2023-06-06;C007;P006;4
V00771;2023-10-20;C009;P005;4
V00772;2024-11-12;C007;P010;2
V00773;2022-07-13;C001;P008;1
V00774;2024-03-31;C009;P009;2
V00775;2023-11-12;C004;P008;4
V00776;2022-02-14;C006;P003;4
V00777;2022-12-06;C008;P010;1
V00778;2024-01-08;C001;P007;2
V00779;2023-07-25;C002;P006;4
V00780;2023-09-11;C008;P008;3
V00781;2024-10-11;C001;P002;1
V00782;2022-10-24;C004;P006;1
V00783;2023-06-21;C007;P007;1
V00784;2022-09-13;C004;P005;3
V00785;2022-07-19;C001;P004;4
V00786;2024-05-28;C010;P009;5
V00787;2023-10-14;C005;P001;4
V00788;2022-03-06;C005;P003;1
V00789;2023-01-31;C003;P010;4
V00790;2023-08-16;C004;P010;5
V00791;2023-07-15;C009;P001;1
V00792;2022-02-27;C007;P004;3
V00793;2024-05-02;C001;P005;4
V00794;2024-04-03;C003;P009;1
V00795;2022-05-10;C001;P001;1
V00796;2024-08-20;C006;P005;2
V00797;2024-09-18;C001;P003;1
V00798;2022-05-14;C009;P005;5
V00799;2024-11-22;C010;P008;1
V00800;2022-09-17;C009;P010;4
V00801;2023-06-14;C004;P007;4
V00802;2022-03-27;C001;P001;5
V00803;2022-01-06;C010;P001;2
V00804;2024-03-31;C005;P001;2
V00805;2024-08-03;C002;P010;2
V00806;2022-10-25;C004;P005;3
V00807;2022-07-18;C005;P001;2
V00808;2023-07-11;C010;P010;5
V00809;2022-06-13;C001;P002;2
V00810;2024-06-25;C010;P007;2
V00811;2023-07-09;C007;P006;1
V00812;2024-04-27;C002;P008;3
V00813;2024-11-24;C010;P004;3
V00814;2022-08-03;C008;P008;5
V00815;2023-04-09;C010;P007;3
V00816;2023-10-31;C008;P003;5
V00817;2023-01-14;C010;P005;3
V00818;2024-03-18;C008;P003;1
V00819;2024-02-11;C003;P007;4
V00820;2023-06-27;C005;P007;3
V00821;2024-05-14;C006;P003;4
V00822;2023-05-25;C003;P003;1
V00823;2024-03-21;C009;P006;4
V00824;2024-06-20;C005;P005;5
V00825;2023-10-01;C002;P010;3
V00826;2024-11-03;C004;P003;2
V00827;2024-02-20;C006;P001;2
V00828;2023-10-02;C007;P004;1
V00829;2022-07-04;C010;P007;5
V00830;2023-11-02;C005;P010;2
V00831;2023-11-28;C009;P004;1
V00832;2023-06-19;C001;P001;2
V00833;2023-10-05;C005;P010;3
V00834;2022-04-11;C006;P002;2
V00835;2022-08-15;C001;P005;4
V00836;2022-09-12;C008;P001;3
V00837;2022-10-04;C004;P002;4
V00838;2023-01-05;C006;P006;5
V00839;2022-04-30;C007;P003;3
V00840;2024-09-05;C008;P008;3
V00841;2024-01-10;C005;P004;1
V00842;2023-05-20;C009;P002;5
V00843;2024-02-21;C001;P002;1
V00844;2022-04-02;C010;P008;2
V00845;2023-12-21;C006;P003;1
V00846;2022-08-21;C008;P003;3
V00847;2022-05-25;C004;P007;1
V00848;2024-08-29;C010;P005;1
V00849;2022-06-10;C005;P002;3
V00850;2024-05-15;C001;P005;3
V00851;2022-05-07;C006;P008;5
V00852;2023-04-11;C010;P006;5
V00853;2024-03-19;C009;P007;1
V00854;2023-03-01;C001;P010;3
V00855;2024-05-12;C003;P001;1
V00856;2023-10-06;C007;P001;1
V00857;2023-05-25;C001;P002;5
V00858;2024-04-21;C003;P009;2
V00859;2022-09-15;C010;P005;2
V00860;2022-07-24;C005;P003;3
V00861;2024-11-20;C005;P010;4
V00862;2023-06-17;C003;P004;3
V00863;2023-11-03;C001;P004;2
V00864;2024-02-02;C004;P006;2
V00865;2022-04-25;C002;P010;4
V00866;2024-02-16;C006;P009;2
V00867;2024-09-21;C009;P005;2
V00868;2022-01-16;C010;P008;1
V00869;2022-04-11;C003;P005;3
V00870;2022-02-20;C006;P003;4
V00871;2023-09-09;C009;P003;3
V00872;2022-10-06;C005;P010;3
V00873;2023-09-04;C010;P009;2
V00874;2024-12-22;C001;P004;4
V00875;2023-05-28;C008;P006;1
V00876;2023-01-02;C004;P010;1
V00877;2022-04-07;C005;P007;5
V00878;2023-08-24;C003;P007;5
V00879;2024-02-10;C001;P008;3
V00880;2024-02-08;C004;P008;1
V00881;2023-07-16;C002;P002;4
V00882;2024-06-09;C010;P006;3
V00883;2024-06-02;C008;P004;2
V00884;2024-10-15;C008;P010;4
V00885;2024-04-20;C008;P001;4
V00886;2022-04-13;C005;P003;1
V00887;2023-11-01;C009;P003;2
V00888;2024-06-11;C007;P007;1
V00889;2023-06-21;C008;P003;4
V00890;2022-11-28;C006;P005;1
V00891;2022-01-30;C010;P008;3
V00892;2023-09-29;C006;P004;4
V00893;2023-10-07;C002;P007;1
V00894;2024-05-17;C005;P006;1
V00895;2024-01-16;C002;P001;2
V00896;2024-09-30;C009;P001;3
V00897;2024-06-26;C007;P004;5
V00898;2023-11-28;C005;P003;2
V00899;2022-03-01;C009;P010;5
V00900;2024-07-11;C003;P010;2
V00901;2023-09-24;C004;P001;2
V00902;2023-10-16;C001;P010;5
V00903;2023-03-29;C009;P001;4
V00904;2023-01-29;C009;P001;1
V00905;2024-11-03;C003;P007;4
V00906;2022-03-01;C010;P005;5
V00907;2024-05-20;C006;P008;3
V00908;2022-09-25;C009;P007;4
V00909;2023-05-12;C007;P002;5
V00910;2024-01-27;C009;P005;1
V00911;2023-06-13;C005;P005;4
V00912;2024-04-08;C002;P003;4
V00913;2024-02-20;C010;P008;5
V00914;2022-09-25;C007;P009;4
V00915;2023-01-13;C003;P008;3
V00916;2024-05-07;C004;P004;1
V00917;2023-11-21;C004;P006;3
V00918;2023-08-16;C003;P006;5
V00919;2022-04-21;C007;P005;1
V00920;2022-08-11;C001;P001;4
V00921;2024-03-23;C006;P005;2
V00922;2023-11-16;C009;P003;5
V00923;2023-12-12;C007;P004;2
V00924;2023-04-14;C010;P002;1
V00925;2022-04-20;C005;P007;1
V00926;2022-01-19;C003;P010;1
V00927;2024-05-21;C008;P008;3
V00928;2022-11-25;C007;P010;3
V00929;2023-01-18;C008;P003;5
V00930;2022-08-31;C005;P001;1
V00931;2022-12-25;C009;P007;4
V00932;2022-11-08;C004;P008;5
V00933;2023-08-26;C002;P006;5
V00934;2023-01-06;C008;P005;2
V00935;2024-07-14;C004;P010;2
V00936;2024-05-26;C001;P004;1
V00937;2024-09-06;C007;P010;4
V00938;2024-08-28;C007;P004;5
V00939;2023-09-29;C003;P005;2
V00940;2024-04-01;C010;P004;4
V00941;2022-10-03;C004;P010;3
V00942;2023-10-10;C002;P007;4
V00943;2022-05-18;C006;P010;1
V00944;2024-03-10;C002;P001;5
V00945;2022-02-26;C009;P005;5
V00946;2022-08-01;C002;P006;3
V00947;2022-06-11;C008;P004;3
V00948;2022-12-29;C009;P010;1
V00949;2023-07-30;C009;P003;4
V00950;2022-07-24;C003;P006;3
V00951;2022-07-09;C005;P003;3
V00952;2024-02-02;C003;P009;3
V00953;2024-10-27;C007;P008;2
V00954;2023-05-30;C006;P009;3
V00955;2024-12-28;C006;P004;5
V00956;2024-11-24;C010;P006;2
V00957;2024-03-06;C005;P008;3
V00958;2022-05-03;C007;P004;4
V00959;2022-01-13;C010;P004;1
V00960;2022-01-31;C009;P009;4
V00961;2022-08-10;C010;P002;4
V00962;2024-08-29;C001;P004;3
V00963;2024-11-23;C007;P004;1
V00964;2024-03-22;C003;P001;5
V00965;2024-09-12;C004;P008;3
V00966;2024-10-09;C003;P004;4
V00967;2022-09-19;C008;P005;2
V00968;2023-02-06;C003;P006;1
V00969;2022-06-12;C004;P004;4
V00970;2022-12-21;C008;P004;5
V00971;2024-01-04;C002;P001;3
V00972;2024-06-28;C008;P003;4
V00973;2022-01-28;C010;P004;2
V00974;2023-07-14;C009;P007;2
V00975;2024-07-02;C010;P005;4
V00976;2022-10-04;C001;P002;1
V00977;2024-04-16;C003;P003;5
V00978;2023-06-23;C003;P003;2
V00979;2022-12-03;C004;P005;4
V00980;2024-05-20;C008;P008;1
V00981;2022-06-05;C010;P005;2
V00982;2022-10-29;C001;P001;4
V00983;2022-08-16;C001;P010;1
V00984;2022-12-04;C007;P009;1
V00985;2022-04-20;C006;P006;5
V00986;2023-02-22;C005;P004;4
V00987;2024-12-18;C009;P008;5
V00988;2023-05-30;C008;P003;1
V00989;2023-04-14;C001;P001;1
V00990;2024-09-07;C009;P004;1
V00991;2023-12-02;C005;P004;5
V00992;2023-04-12;C008;P006;2
V00993;2024-05-30;C008;P001;4
V00994;2023-12-10;C010;P006;1
V00995;2024-03-01;C006;P002;5
V00996;2024-12-26;C005;P007;1
V00997;2022-04-09;C002;P001;5
V00998;2024-08-02;C008;P003;3
V00999;2023-12-19;C007;P004;5
V01000;2022-12-12;C008;P003;1
V01001;2024-01-25;C006;P006;5
V01002;2023-06-27;C006;P002;1
V01003;2024-11-18;C004;P001;4
V01004;2022-12-25;C010;P008;1
V01005;2023-09-27;C009;P002;1
V01006;2022-09-19;C002;P006;2
V01007;2022-09-10;C009;P006;2
V01008;2023-04-22;C009;P006;4
V01009;2024-10-28;C010;P009;4
V01010;2023-10-27;C001;P008;2
V01011;2023-06-03;C008;P001;5
V01012;2024-01-12;C004;P010;1
V01013;2023-07-04;C008;P005;3
V01014;2022-04-07;C009;P001;5
V01015;2022-03-06;C002;P005;4
V01016;2024-05-29;C006;P003;4
V01017;2023-06-06;C010;P003;4
V01018;2023-09-18;C002;P005;4
V01019;2024-01-23;C006;P006;1
V01020;2023-08-08;C008;P007;1
V01021;2024-08-14;C010;P005;3
V01022;2023-11-25;C001;P002;5
V01023;2022-10-26;C009;P002;4
V01024;2023-02-08;C010;P010;2
V01025;2022-06-07;C005;P010;4
V01026;2022-08-17;C006;P003;5
V01027;2022-10-14;C009;P006;2
V01028;2023-02-01;C010;P006;1
V01029;2022-11-12;C007;P002;1
V01030;2024-07-05;C003;P003;5
V01031;2023-08-08;C007;P006;3
V01032;2024-10-03;C009;P004;4
V01033;2022-06-23;C004;P009;5
V01034;2024-07-12;C009;P001;4
V01035;2024-06-16;C005;P008;3
V01036;2024-03-26;C009;P009;4
V01037;2023-02-27;C009;P002;1
V01038;2023-05-13;C008;P010;4
V01039;2023-08-25;C007;P002;4
V01040;2022-12-07;C004;P004;2
V01041;2024-09-29;C009;P006;3
V01042;2022-12-14;C001;P001;5
V01043;2022-03-04;C003;P006;3
V01044;2023-01-28;C001;P004;4
V01045;2024-02-17;C008;P005;5
V01046;2022-12-14;C007;P010;1
V01047;2022-05-30;C002;P005;5
V01048;2024-08-30;C003;P002;2
V01049;2023-12-26;C004;P010;2
V01050;2022-01-26;C010;P008;1
V01051;2022-05-05;C007;P002;3
V01052;2022-05-18;C002;P006;1
V01053;2024-03-03;C003;P008;2
V01054;2023-05-21;C002;P006;3
V01055;2022-03-27;C010;P006;4
V01056;2023-06-07;C001;P008;2
V01057;2023-11-05;C006;P002;5
V01058;2023-02-03;C002;P007;4
V01059;2022-03-09;C009;P007;3
V01060;2024-03-02;C009;P004;5
V01061;2023-04-16;C002;P003;5
V01062;2023-10-28;C003;P009;2
V01063;2024-10-27;C010;P003;3
V01064;2022-10-24;C009;P005;1
V01065;2023-07-01;C009;P007;1
V01066;2023-04-15;C007;P004;4
V01067;2023-11-09;C002;P001;3
V01068;2023-04-16;C009;P007;1
V01069;2023-09-18;C003;P002;4
V01070;2022-01-25;C001;P007;4
V01071;2022-03-15;C008;P003;3
V01072;2022-08-01;C001;P002;5
V01073;2024-11-20;C007;P009;4
V01074;2022-05-22;C007;P006;4
V01075;2024-03-22;C010;P007;2
V01076;2024-06-21;C001;P004;3
V01077;2024-08-29;C002;P006;5
V01078;2024-10-31;C001;P003;1
V01079;2023-08-10;C008;P001;5
V01080;2024-11-19;C010;P001;2
V01081;2022-05-18;C003;P008;1
V01082;2024-05-20;C004;P007;4
V01083;2023-12-09;C008;P002;4
V01084;2022-12-19;C003;P006;3
V01085;2023-07-26;C010;P001;5
V01086;2023-06-05;C009;P005;4
V01087;2023-06-05;C003;P003;3
V01088;2024-01-07;C007;P001;4
V01089;2023-06-20;C009;P006;4
V01090;2023-06-21;C010;P010;5
V01091;2024-05-25;C004;P009;2
V01092;2022-04-20;C004;P007;3
V01093;2024-12-24;C005;P009;5
V01094;2023-03-07;C009;P006;5
V01095;2024-12-31;C007;P007;3
V01096;2024-01-11;C005;P010;5
V01097;2022-05-16;C010;P008;3
V01098;2024-08-31;C008;P008;2
V01099;2023-03-22;C001;P002;5
V01100;2024-07-11;C004;P005;2
V01101;2022-08-08;C006;P004;3
V01102;2022-02-01;C001;P004;4
V01103;2023-10-19;C007;P007;5
V01104;2023-05-09;C008;P001;5
V01105;2022-09-10;C006;P009;5
V01106;2022-10-29;C008;P001;4
V01107;2024-07-23;C009;P010;1
V01108;2024-10-25;C010;P001;2
V01109;2024-11-15;C007;P002;3
V01110;2023-06-08;C009;P001;2
V01111;2024-03-01;C004;P002;1
V01112;2024-05-21;C004;P005;1
V01113;2024-12-16;C006;P007;5
V01114;2024-11-19;C006;P002;2
V01115;2022-11-14;C008;P001;1
V01116;2022-05-05;C001;P004;4
V01117;2023-09-19;C008;P010;3
V01118;2023-10-07;C008;P003;4
V01119;2024-09-12;C004;P008;5
V01120;2022-09-30;C002;P009;1
V01121;2024-09-08;C003;P009;2
V01122;2022-08-03;C004;P009;4
V01123;2023-07-16;C002;P009;4
V01124;2024-07-09;C006;P002;1
V01125;2022-10-09;C006;P009;5
V01126;2023-06-04;C006;P010;1
V01127;2024-02-11;C001;P004;5
V01128;2023-04-22;C006;P001;4
V01129;2022-03-16;C008;P005;5
V01130;2022-07-03;C001;P007;5
V01131;2024-02-20;C006;P002;2
V01132;2023-06-02;C003;P007;2
V01133;2022-12-25;C002;P004;3
V01134;2023-07-03;C009;P009;2
V01135;2022-09-28;C008;P009;1
V01136;2023-02-22;C010;P002;2
V01137;2023-04-09;C010;P007;1
V01138;2024-07-09;C004;P009;2
V01139;2022-11-30;C009;P008;5
V01140;2024-12-03;C005;P009;4
V01141;2023-04-28;C005;P006;5
V01142;2023-05-03;C005;P002;2
V01143;2022-07-31;C001;P009;1
V01144;2022-11-06;C005;P006;3
V01145;2022-08-19;C006;P007;4
V01146;2024-10-20;C009;P010;5
V01147;2022-03-03;C009;P001;2
V01148;2024-03-13;C004;P006;5
V01149;2022-11-18;C002;P001;4
V01150;2023-03-07;C002;P010;3
V01151;2022-12-20;C005;P007;2
V01152;2024-11-24;C002;P006;2
V01153;2024-11-20;C005;P007;3
V01154;2022-04-12;C008;P009;3
V01155;2023-03-11;C001;P009;2
V01156;2022-12-10;C002;P003;4
V01157;2022-10-26;C003;P007;2
V01158;2022-09-06;C004;P008;1
V01159;2022-04-02;C006;P003;2
V01160;2022-08-28;C001;P009;5
V01161;2022-01-31;C004;P001;3
V01162;2023-01-15;C007;P001;5
V01163;2023-04-17;C009;P008;4
V01164;2022-12-26;C008;P003;3
V01165;2022-01-05;C002;P008;4
V01166;2022-02-03;C006;P003;5
V01167;2022-05-10;C007;P001;1
V01168;2024-12-05;C009;P009;1
V01169;2024-03-01;C010;P002;2
V01170;2024-08-02;C002;P005;5
V01171;2024-06-07;C001;P008;2
V01172;2024-02-17;C010;P003;4
V01173;2022-08-23;C008;P004;5
V01174;2022-04-03;C008;P008;5
V01175;2022-03-03;C010;P004;2
V01176;2024-11-06;C008;P006;3
V01177;2024-09-11;C009;P007;3
V01178;2024-03-02;C001;P005;1
V01179;2022-09-07;C003;P001;4
V01180;2022-01-23;C004;P008;2
V01181;2022-06-21;C005;P009;5
V01182;2023-08-29;C005;P004;2
V01183;2023-01-23;C006;P001;2
V01184;2024-02-03;C007;P009;2
V01185;2024-02-25;C009;P004;5
V01186;2022-07-10;C005;P001;2
V01187;2023-08-15;C005;P007;1
V01188;2022-05-07;C007;P010;4
V01189;2023-04-27;C008;P008;4
V01190;2023-08-16;C010;P009;5
V01191;2023-10-16;C005;P010;4
V01192;2023-05-15;C001;P010;3
V01193;2022-06-24;C004;P010;1
V01194;2024-11-11;C007;P006;2
V01195;2022-04-08;C007;P002;5
V01196;2024-09-15;C005;P005;3
V01197;2023-07-20;C001;P006;4
V01198;2024-05-12;C002;P005;3
V01199;2022-10-11;C007;P010;1
V01200;2023-02-04;C004;P009;3
V01201;2023-10-07;C003;P004;3
V01202;2023-09-26;C010;P007;4
V01203;2024-04-16;C006;P008;4
V01204;2023-10-10;C008;P002;4
V01205;2022-07-20;C004;P005;5
V01206;2022-03-13;C008;P007;1
V01207;2022-01-08;C009;P008;4
V01208;2023-02-11;C004;P005;3
V01209;2022-02-04;C002;P010;2
V01210;2024-07-25;C006;P001;1
V01211;2024-04-07;C010;P007;2
V01212;2023-01-09;C008;P007;3
V01213;2022-01-08;C006;P009;2
V01214;2024-01-28;C008;P009;3
V01215;2023-07-26;C003;P007;3
V01216;2023-11-06;C010;P008;2
V01217;2024-02-16;C003;P006;3
V01218;2024-06-15;C008;P002;2
V01219;2022-06-02;C004;P009;5
V01220;2023-11-10;C002;P006;1
V01221;2022-02-10;C009;P008;1
V01222;2022-04-05;C007;P002;3
V01223;2024-06-11;C009;P002;4
V01224;2024-06-05;C004;P007;3
V01225;2024-03-09;C001;P005;1
V01226;2024-05-14;C003;P006;5
V01227;2023-07-05;C010;P007;2
V01228;2022-07-08;C002;P001;4
V01229;2022-06-01;C006;P006;2
V01230;2022-01-27;C009;P010;1
V01231;2024-03-15;C006;P006;5
V01232;2024-01-30;C005;P007;3
V01233;2023-09-05;C003;P004;5
V01234;2022-06-27;C004;P005;1
V01235;2022-07-04;C004;P004;2
V01236;2023-04-06;C003;P002;4
V01237;2023-08-01;C005;P009;5
V01238;2022-01-04;C002;P001;3
V01239;2024-07-04;C007;P008;4
V01240;2023-10-26;C006;P004;3
V01241;2022-07-25;C002;P010;4
V01242;2024-03-27;C009;P003;2
V01243;2023-07-05;C006;P001;5
V01244;2024-08-19;C005;P001;3
V01245;2022-03-27;C009;P003;2
V01246;2024-12-06;C004;P006;2
V01247;2022-01-31;C010;P009;5
V01248;2024-01-23;C007;P006;1
V01249;2023-02-03;C007;P007;4
V01250;2024-05-30;C001;P006;5
V01251;2024-05-09;C008;P004;4
V01252;2023-02-19;C004;P004;4
V01253;2023-08-26;C005;P008;1
V01254;2022-10-16;C005;P008;5
V01255;2024-02-13;C007;P008;5
V01256;2024-12-30;C008;P004;3
V01257;2024-04-09;C005;P001;3
V01258;2022-11-23;C007;P004;1
V01259;2024-03-06;C003;P002;4
V01260;2024-07-29;C002;P007;5
V01261;2022-02-01;C006;P008;3
V01262;2024-12-17;C010;P009;2
V01263;2023-04-25;C006;P008;5
V01264;2024-06-06;C009;P002;3
V01265;2024-12-01;C005;P010;3
V01266;2022-08-31;C002;P003;1
V01267;2024-08-25;C008;P007;1
V01268;2024-12-19;C005;P002;1
V01269;2024-09-20;C010;P006;1
V01270;2022-05-29;C002;P005;3
V01271;2024-01-16;C007;P009;2
V01272;2022-03-04;C002;P008;4
V01273;2024-01-30;C008;P003;5
V01274;2024-05-28;C001;P001;4
V01275;2023-01-05;C006;P002;3
V01276;2024-01-14;C001;P003;5
V01277;2024-07-17;C003;P005;2
V01278;2022-06-08;C003;P001;3
V01279;2024-07-19;C002;P003;3
V01280;2024-02-12;C009;P006;5
V01281;2022-02-17;C002;P005;2
V01282;2023-04-30;C007;P006;1
V01283;2022-09-17;C010;P006;1
V01284;2022-02-15;C009;P001;1
V01285;2022-06-28;C002;P001;5
V01286;2022-09-29;C005;P006;1
V01287;2024-06-02;C002;P005;5
V01288;2024-01-05;C004;P010;5
V01289;2024-07-19;C005;P001;5
V01290;2024-12-05;C005;P009;4
V01291;2023-01-18;C008;P001;5
V01292;2024-02-18;C007;P010;5
V01293;2022-01-31;C001;P010;1
V01294;2023-09-12;C010;P009;2
V01295;2022-06-11;C005;P004;2
V01296;2022-01-12;C009;P010;5
V01297;2024-01-25;C004;P008;2
V01298;2022-10-13;C008;P007;3
V01299;2022-05-30;C008;P008;4
V01300;2024-08-02;C005;P004;3
V01301;2024-01-10;C001;P009;2
V01302;2023-11-19;C003;P009;5
V01303;2024-11-11;C010;P008;3
V01304;2023-10-06;C003;P003;5
V01305;2022-08-30;C009;P005;1
V01306;2024-08-01;C007;P007;1
V01307;2024-09-23;C005;P002;1
V01308;2024-07-24;C004;P007;3
V01309;2023-08-19;C004;P004;4
V01310;2022-07-04;C001;P001;1
V01311;2022-10-10;C003;P004;2
V01312;2024-09-26;C007;P005;3
V01313;2023-08-31;C006;P004;4
V01314;2024-02-28;C001;P009;3
V01315;2023-01-14;C010;P004;4
V01316;2022-06-02;C010;P001;1
V01317;2022-07-17;C007;P001;1
V01318;2022-10-24;C003;P001;4
V01319;2023-07-29;C002;P010;3
V01320;2022-07-08;C009;P002;2
V01321;2024-04-04;C004;P005;4
V01322;2022-10-10;C007;P004;2
V01323;2024-06-11;C007;P006;3
V01324;2023-06-30;C008;P003;3
V01325;2022-12-29;C008;P010;3
V01326;2022-11-30;C002;P005;3
V01327;2022-10-16;C010;P010;4
V01328;2024-09-04;C007;P004;2
V01329;2023-11-16;C007;P001;1
V01330;2024-11-15;C007;P008;2
V01331;2022-06-02;C007;P005;1
V01332;2024-07-09;C002;P002;2
V01333;2022-04-20;C001;P008;3
V01334;2023-06-26;C003;P010;3
V01335;2024-01-21;C006;P010;4
V01336;2023-06-30;C007;P007;5
V01337;2022-09-28;C004;P006;2
V01338;2022-08-04;C005;P005;2
V01339;2023-12-11;C003;P007;2
V01340;2023-08-25;C001;P007;5
V01341;2024-02-03;C003;P003;3
V01342;2024-09-22;C003;P009;1
V01343;2022-04-03;C003;P010;4
V01344;2023-10-16;C004;P008;1
V01345;2024-06-10;C005;P004;4
V01346;2024-11-01;C010;P006;2
V01347;2022-09-16;C010;P002;3
V01348;2022-01-06;C009;P009;2
V01349;2022-10-17;C001;P010;3
V01350;2022-09-16;C002;P007;4
V01351;2024-01-22;C004;P003;4
V01352;2024-10-14;C008;P003;1
V01353;2022-01-01;C007;P006;5
V01354;2022-02-06;C009;P003;3
V01355;2022-04-12;C004;P008;3
V01356;2022-05-10;C007;P006;4
V01357;2024-03-28;C008;P007;1
V01358;2023-03-26;C006;P001;1
V01359;2023-12-02;C010;P001;4
V01360;2024-04-19;C001;P003;1
V01361;2023-07-18;C002;P003;2
V01362;2022-04-19;C008;P004;5
V01363;2024-07-29;C008;P001;5
V01364;2022-12-18;C010;P003;1
V01365;2023-03-09;C002;P004;1
V01366;2022-10-06;C006;P005;4
V01367;2023-07-25;C003;P001;5
V01368;2024-08-20;C005;P006;3
V01369;2022-12-30;C005;P007;1
V01370;2024-10-27;C007;P008;4
V01371;2022-11-30;C002;P008;2
V01372;2023-11-03;C005;P002;3
V01373;2023-07-28;C005;P003;2
V01374;2022-01-11;C001;P006;1
V01375;2022-04-30;C010;P002;3
V01376;2022-07-02;C003;P006;1
V01377;2024-09-21;C004;P009;2
V01378;2024-12-01;C004;P010;1
V01379;2024-11-24;C006;P001;2
V01380;2023-01-10;C002;P005;2
V01381;2022-11-26;C008;P002;3
V01382;2023-06-21;C005;P009;1
V01383;2024-07-15;C007;P003;4
V01384;2023-05-08;C006;P009;3
V01385;2022-07-04;C007;P001;4
V01386;2022-10-07;C005;P006;1
V01387;2024-05-09;C003;P002;4
V01388;2022-05-29;C007;P007;5
V01389;2024-03-08;C001;P007;1
V01390;2024-02-04;C002;P007;5
V01391;2022-01-13;C009;P001;3
V01392;2024-09-13;C007;P009;4
V01393;2022-05-15;C004;P002;3
V01394;2022-05-01;C008;P003;1
V01395;2023-12-21;C003;P004;5
V01396;2022-05-01;C007;P010;3
V01397;2022-07-07;C004;P003;3
V01398;2022-08-26;C002;P008;1
V01399;2024-02-01;C010;P009;2
V01400;2022-01-03;C010;P009;2
V01401;2022-12-31;C006;P005;2
V01402;2024-08-07;C007;P005;4
V01403;2022-08-12;C010;P008;4
V01404;2022-06-26;C006;P010;3
V01405;2023-10-08;C006;P001;1
V01406;2023-01-16;C010;P010;2
V01407;2024-05-25;C003;P009;5
V01408;2022-06-15;C003;P007;3
V01409;2022-03-31;C008;P004;5
V01410;2024-01-13;C008;P007;1
V01411;2023-04-11;C007;P002;3
V01412;2024-06-21;C005;P006;4
V01413;2022-04-20;C002;P003;3
V01414;2022-10-06;C005;P008;5
V01415;2023-02-13;C010;P007;1
V01416;2022-03-31;C001;P010;4
V01417;2022-03-09;C001;P006;5
V01418;2024-08-04;C004;P009;1
V01419;2022-05-26;C009;P005;3
V01420;2024-05-31;C006;P005;4
V01421;2023-10-05;C001;P005;5
V01422;2022-01-31;C003;P003;2
V01423;2022-01-10;C006;P001;5
V01424;2024-09-17;C006;P003;1
V01425;2023-06-10;C002;P003;3
V01426;2022-06-27;C004;P005;2
V01427;2024-10-29;C005;P009;3
V01428;2023-10-02;C005;P003;5
V01429;2023-11-02;C005;P005;2
V01430;2023-08-24;C009;P009;2
V01431;2023-04-10;C007;P009;1
V01432;2022-10-16;C008;P007;5
V01433;2024-12-04;C003;P004;1
V01434;2024-08-17;C003;P002;1
V01435;2024-04-26;C009;P004;3
V01436;2023-03-13;C009;P008;2
V01437;2024-04-24;C004;P004;5
V01438;2023-12-07;C010;P008;5
V01439;2022-09-27;C001;P002;5
V01440;2023-06-11;C005;P005;3
V01441;2023-07-26;C008;P006;5
V01442;2024-08-25;C004;P001;1
V01443;2022-08-25;C004;P004;3
V01444;2024-04-26;C002;P002;1
V01445;2022-06-30;C005;P002;3
V01446;2024-11-20;C006;P009;1
V01447;2022-10-17;C005;P001;1
V01448;2024-08-29;C007;P003;2
V01449;2023-02-19;C002;P007;5
V01450;2023-09-29;C006;P007;3
V01451;2022-06-19;C008;P010;4
V01452;2023-03-13;C005;P002;5
V01453;2022-05-25;C010;P005;5
V01454;2022-03-14;C004;P002;2
V01455;2023-06-13;C003;P010;5
V01456;2023-11-12;C006;P004;1
V01457;2022-04-03;C002;P010;3
V01458;2022-11-11;C002;P007;2
V01459;2023-12-22;C005;P001;4
V01460;2024-04-05;C010;P007;3
V01461;2023-03-31;C008;P002;2
V01462;2023-01-11;C009;P001;1
V01463;2022-05-21;C009;P005;1
V01464;2024-08-17;C008;P008;2
V01465;2023-08-31;C010;P002;1
V01466;2023-03-13;C006;P009;1
V01467;2024-01-08;C004;P010;4
V01468;2024-06-15;C002;P002;3
V01469;2023-06-09;C003;P002;1
